site_no,sample_date,sample_time,Aquifer Code,Aquifer Type,Latitude,Longititude,Well Depth,Sampling Depth,Temperature,Electrical conductivity,Carbonate alkalinity,TDS,pH,O2(aq),N2(aq),NH4+,NO2-,NO3-,HPO4--,HS-,Ca++,Mg++,Na+,K+,Cl-,SO4--,F-,SiO2(aq),Fe++,Mn++,Al+++,CH4(aq),Lead,Arsenic,Akermanite,Al2(SO4)3,Al2(SO4)3^6H2O,Alabandite,Albite,Albite high,Albite low,Alunite,Amesite-14A,Amrph^silica,Analc-dehydr,Analcime,Andalusite,Andradite,Anhydrite,Annite,Anorthite,Antarcticite,Anthophyllite,Antigorite,Aragonite,Arcanite,Artinite,Bassanite,Beidellit-Ca,Beidellit-H,Beidellit-K,Beidellit-Mg,Beidellit-Na,Berlinite,Birnessite,Bischofite,Bixbyite,Bloedite,Boehmite,Brucite,Burkeite,Ca(OH)2(c),Ca-Al Pyroxene,Ca2Cl2(OH)2^H2O,Ca2Si3O8^5/2H2O,Ca2SiO4(gamma),Ca2SiO4^7/6H2O,Ca3Si2O7^3H2O,Ca3SiO5,Ca4Cl2(OH)6^13H2O,Ca4Si3O10^3/2H2O,Ca5Si6O17^11/2H2O,Ca5Si6O17^21/2H2O,Ca5Si6O17^3H2O,Ca6Si6O18^H2O,CaCl2^2H2O,CaCl2^4H2O,CaCl2^H2O,CaHPO4^2H2O,Calcite,Carnallite,CaSi2O5^2H2O,CaSO4^1/2H2O(beta),Chalcedony,Chamosite-7A,Chloromagnesite,Chrysotile,Clinochl-14A,Clinochl-7A,Clinoptil-Ca,Clinoptil-K,Clinoptil-Mg,Clinoptil-Na,Clinozoisite,Cordier^anhy,Cordier^hydr,Corundum,Cristobalite,Cronstedt-7A,Daphnite-14A,Daphnite-7A,Dawsonite,Diaspore,Diopside,Dolomite,Dolomite-dis,Dolomite-ord,Enstatite,Epidote,Epidote-ord,Epsomite,Fayalite,Fe(OH)2(ppd),Fe(OH)3(ppd),Fe2(SO4)3(c),FeF2(c),FeF3(c),FeO(c),Ferrite-2-Ca,Ferrite-Ca,Ferrite-Mg,Ferrosilite,FeSO4(c),Fluorapatite,Fluorite,Forsterite,Gaylussite,Gehlenite,Gibbsite,Goethite,Graphite,Greenalite,Grossular,Gypsum,Halite,Hausmannite,Hedenbergite,Hematite,Hercynite,Heulandite,Hexahydrite,Huntite,Hydromagnesite,Hydrophilite,Hydroxyapatite,Illite,Jadeite,Jarosite-K,Jarosite-Na,K-feldspar,K2CO3^3/2H2O,K8H4(CO3)6^3H2O,Kainite,Kalicinite,Kalsilite,Kaolinite,Kieserite,KMgCl3,KMgCl3^2H2O,KNaCO3^6H2O,Kyanite,Larnite,Laumontite,Lawrencite,Lawsonite,Leonhardtite,Lime,Magnesite,Magnetite,Manganite,Manganosite,Margarite,Maximum Microcline,Melanterite,Mercallite,Merwinite,Mg2Cl(OH)3^4H2O,MgCl2^2H2O,MgCl2^4H2O,MgCl2^H2O,MgF2(c),MgOHCl,MgSO4(c),MHSH(Mg1.5),Minnesotaite,Mirabilite,Misenite,Mn(OH)2(am),Mn(OH)3(c),Mn3(PO4)2(c),MnCl2^2H2O,MnCl2^4H2O,MnCl2^H2O,MnHPO4(c),MnSO4(c),Molysite,Monohydrocalcite,Monticellite,Mordenite-K,Mordenite-Na,Muscovite,Na2Si2O5,Na2SiO3,Na3H(SO4)2,Na4SiO4,Na6Si2O7,NaFeO2(c),Nepheline,Nesquehonite,Nontronit-Ca,Nontronit-K,Nontronit-Mg,Nontronit-Na,O-phth acid(c),Paragonite,Pargasite,Pentahydrite,Phengite,Phlogopite,Pirssonite,Portlandite,Prehnite,Pseudowollastonite,Pyrite,Pyrolusite,Pyrophyllite,Pyrrhotite,Quartz,Rankinite,Rhodochrosite,Rhodonite,Ripidolit-14A,Ripidolit-7A,Sanidine high,Saponite-Ca,Saponite-H,Saponite-K,Saponite-Mg,Saponite-Na,Scacchite,Sepiolite,Siderite,Sillimanite,Smectite-high-Fe-Mg,Smectite-low-Fe-Mg,Smectite-Reykjanes,Spinel,Strengite,Sulfur-Rhmb,Sylvite,Tachyhydrite,Talc,Tephroite,Thenardite,Todorokite,Tremolite,Tridymite,Troilite,Vivianite,Wairakite,Whitlockite,Wollastonite,Wustite,Zoisite
4.23E+14,7/2/1996,,340DVSL,Devonian-Silurian System,42.4564722,-92.785,220,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.23E+14,7/2/1996,,340DVSL,Devonian-Silurian System,42.4564722,-92.785,220,,1.44,1120,374,728,6.9,,,1.5,0.01,0.05,,,86,51,95,7.5,2.3,250,0.8,7.9,1300,9,,,,,-24.75,,,,,,,,,-0.906,,,,,-1.781,,,-15.45,-30.3,-73.16,-0.468,-8.334,-9.258,-2.418,,,,,,,,-16.19,,-11.37,,-7.257,-23.97,-13.67,,-28.24,-14.68,-23.02,-22.18,-40.28,-51.94,-47.92,-38.5,-39.51,-36.85,-43.87,-58.4,-20.18,-16.47,-20.43,,-0.2999,-23.76,-7.209,-2.617,0.2918,,-35.76,-10.07,,,,,,,,,,,-0.02047,,,,,,-9.076,0.1752,-1.553,0.1753,-5.76,,,-3.897,-7.545,-5.347,,,-12.13,,-3.917,,,,-3.34,-11.51,,-0.5729,-13.42,-7.956,,,,,-6.336,,-1.365,-8.205,,-9.413,,,,-4.283,-6.147,-17.89,-24.43,,,,,,,-15.67,-52.85,-13.86,-5.426,,,-6.441,-42.81,-34.68,-9.768,,-24.64,,-23.7,,-5.316,-24.76,-1.307,,,-12.93,,,-5.264,-11.48,-39.08,-16.61,-25.66,-19.52,-29.42,-3.884,-18.09,-12.14,-11.36,-4.553,-5.607,-75.78,-10.04,,,-20.03,-18.43,-21.81,,-13.52,,-1.26,-14.89,,,,-17.86,-18.53,-18.12,-57.23,-89.95,,,-4.581,,,,,,,,-4.602,,,-9.031,-13.67,,-8.269,,,,,0.5862,-31.77,-2.394,-7.866,,,,,,,,,-25.37,-13.42,-0.4768,,,,,,,,-8.699,-52.94,-6.855,-15.89,-7.524,,-23.03,0.3968,,,,,-7.821,,
4.23E+14,7/2/1996,,340DVSL,Devonian-Silurian System,42.4564722,-92.785,220,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.23E+14,11/29/1961,,344CDVL,Cedar Valley Limestone,42.4669324,-92.2579609,125,,1.41,473,,290,7.7,,,,,8.6,,,64,19,6.1,1.3,15,35,0.2,22,200,50,,,,,-19.35,,,,,,,,,-0.4637,,,,,-2.527,,,-13.76,-17.72,-34.62,,-10.57,,-3.164,,,,,,,,-14.82,,-15.52,,-5.965,,-12.06,,-24.94,-10.13,-19.35,-18.51,-34.55,-46.66,-41.39,-30.72,-28.79,-26.12,-33.15,-46.06,-18.5,-14.78,-18.74,,,-22.29,-4.71,-3.363,0.7344,,-34.4,-5.311,,,,,,,,,,,0.4221,,,,,,-5.284,,,,-4.025,,,-4.964,-5.166,-4.379,,,-13.9,,-2.949,,,,-1.929,-12.9,,-1.696,-10.4,,,,,,-2.545,,-2.111,-8.532,,-5.946,,,,-5.35,,,-22.74,,,,,,,,,-14.82,,,,-7.51,-41.35,-33.21,,,-20.97,,-22.66,,-6.385,-23.15,,,,-10.45,,,-6.656,-13.78,-32.06,-13.98,-24.29,-18.15,-28.05,-5.329,-16.76,-13.21,-11.78,0.1233,-8.697,-91.79,-7.557,,,-17.47,-15.88,-19.25,,-13.4,,,-11.54,,,,-17.71,-18.82,-23.93,-58.25,-91.26,,,,,,,,,,,-5.67,,,,-12.06,,-6.213,,,,,1.029,-26.05,,-4.942,,,,,,,,,-22.81,-5.592,,,,,,,,,-8.598,-48.51,-1.207,-10.48,-10.61,,-9.796,0.8393,,,,,-5.764,,
4.23E+14,10/19/1970,,344CDVL,Cedar Valley Limestone,42.4669324,-92.2579609,125,,1.4,580,,342,7.4,,,,,7.5,,,75,18,15,1.7,26,52,0.2,17,520,90,,,10,10,-21.3,,,,,,,,,-0.5745,,,,,-2.316,,,-13.24,-23.06,-51.78,,-10.18,,-2.952,,,,,,,,-14.38,,-14.47,,-6.602,,-12.6,,-24.96,-11.55,-20.55,-19.72,-36.41,-48.41,-42.5,-33.24,-32.19,-29.52,-36.55,-50.01,-17.97,-14.25,-18.22,,,-21.51,-5.478,-3.152,0.6237,,-33.96,-7.444,,,,,,,,,,,0.3113,,,,,,-6.689,,,,-4.773,,,-4.843,-5.675,-4.578,,,-13.5,,-3.148,,,,-2.239,-12.34,,-1.646,-11.78,,,,,,-3.364,,-1.899,-7.909,,-6.913,,,,-5.229,,,-22.21,,,,,,,,,-14.35,,,,-7.389,-40.56,-32.43,,,-22.17,,-21.78,,-6.263,-23.69,,,,-10.81,,,-6.097,-13.21,-34.56,-14.72,-23.86,-17.72,-27.62,-5.37,-16.86,-13.09,-11.98,-0.9167,-7.762,-87.98,-7.915,,,-16.76,-15.16,-18.54,,-13,,,-12.84,,,,-17.76,-18.76,-22.15,-58.01,-90.96,,,,,,,,,,,-5.548,,,,-12.6,,-6.87,,,,,0.9181,-27.91,,-5.411,,,,,,,,,-22.1,-8.804,,,,,,,,,-8.248,-47.12,-3.561,-11.31,-9.681,,-14.96,0.7286,,,,,-6.421,,
4.23E+14,12/12/1974,,344CDVL,Cedar Valley Limestone,42.4669324,-92.2579609,125,,1.38,570,,334,7.6,,,,,5.2,,,71,23,13,1.6,24,49,0.1,22,10,10,,,10,10,-19.82,,,,,,,,,-0.4629,,,,,-2.366,,,-13.33,-18.62,-37.73,,-10.26,,-3.002,,,,,,,,-14.35,,-14.54,,-6.096,,-12.23,,-24.67,-10.46,-19.69,-18.85,-35.06,-47.17,-41.46,-31.4,-29.63,-26.96,-33.99,-47.08,-18.06,-14.34,-18.31,,,-21.53,-4.877,-3.202,0.7355,,-33.93,-5.701,,,,,,,,,,,0.4231,,,,,,-5.583,,,,-4.155,,,-4.763,-8.195,-5.894,,,-15.83,,-4.465,,,,-3.444,-14.08,,-2.275,-10.66,,,,,,-7.088,,-1.949,-8.005,,-7.629,,,,-5.149,,,-22.31,,,,,,,,,-14.34,,,,-7.31,-40.59,-32.45,,,-21.31,,-23.57,,-6.184,-23.32,,,,-11.37,,,-7.839,-13.46,-32.7,-13.94,-23.82,-17.68,-27.58,-5.869,-16.59,-13.01,-11.65,-4.418,-7.914,-89.58,-8.47,,,-17.78,-16.19,-19.56,,-13.98,,,-11.84,,,,-17.26,-18.37,-22.59,-57.35,-89.92,,,,,,,,,,,-5.469,,,,-12.23,,-6.382,,,,,1.03,-26.55,,-5.854,,,,,,,,,-23.12,-6.107,,,,,,,,,-8.309,-47.13,-1.595,-12.31,-9.833,,-10.78,0.8404,,,,,-5.933,,
4.23E+14,1/24/1982,,344CDVL,Cedar Valley Limestone,42.4669324,-92.2579609,125,,1.37,530,,332,7.4,,,,,3.8,,,73,21,14,3.8,24,49,0.1,19,20,10,,,10,10,-21.16,,,,,,,,,-0.5259,,,,,-2.352,,,-13.32,-22.21,-49.35,,-9.509,,-2.989,,,,,,,,-14.38,,-14.51,,-6.536,,-12.61,,-25.05,-11.43,-20.53,-19.69,-36.35,-48.4,-42.61,-33.14,-31.95,-29.28,-36.31,-49.78,-18.05,-14.33,-18.3,,,-21.19,-5.391,-3.188,0.6726,,-33.97,-7.146,,,,,,,,,,,0.3602,,,,,,-6.536,,,,-4.658,,,-4.801,-8.456,-5.993,,,-15.52,,-4.564,,,,-3.606,-13.78,,-2.26,-11.6,,,,,,-7.511,,-1.936,-7.973,,-8.241,,,,-5.188,,,-22.29,,,,,,,,,-14,,,,-7.348,-40.25,-32.11,,,-22.15,,-23.27,,-6.223,-23.71,,,,-11.77,,,-7.537,-12.89,-34.43,-14.62,-23.86,-17.72,-27.62,-5.906,-16.83,-13.05,-11.91,-4.966,-7.848,-85.36,-8.87,,,-17.78,-16.18,-19.56,,-13.98,,,-12.73,,,,-17.72,-18.77,-22.29,-58.09,-91.05,,,,,,,,,,,-5.507,,,,-12.61,,-6.833,,,,,0.9671,-27.84,,-6.317,,,,,,,,,-23.12,-8.243,,,,,,,,,-7.933,-47.2,-3.165,-13.17,-9.767,,-14.26,0.7775,,,,,-6.384,,
4.23E+14,7/31/1985,,344CDVL,Cedar Valley Limestone,42.4669324,-92.2579609,125,,1.35,510,,334,7.5,,,,,,,,71,20,13,2.2,24,52,0.15,18,20,20,,,10,10,-20.65,,,,,,,,,-0.5494,,,,,-2.332,,,-13.32,-21.14,-45.46,,-9.951,,-2.968,,,,,,,,-14.4,,-14.54,,-6.357,,-12.43,,-24.86,-11.12,-20.17,-19.34,-35.83,-47.86,-42.05,-32.45,-31.15,-28.48,-35.51,-48.79,-18.06,-14.34,-18.31,,,-21.45,-5.249,-3.168,0.6493,,-33.99,-6.656,,,,,,,,,,,0.3368,,,,,,-6.215,,,,-4.503,,,-4.79,-8.079,-5.793,,,-15.17,,-4.363,,,,-3.428,-13.75,,-1.914,-11.27,,,,,,-6.956,,-1.915,-8.003,,-7.899,,,,-5.177,,,-22.3,,,,,,,,,-14.22,,,,-7.338,-40.51,-32.37,,,-21.79,,-23.26,,-6.212,-23.52,,,,-11.26,,,-7.504,-13.19,-33.73,-14.36,-23.88,-17.74,-27.64,-5.571,-16.75,-13.04,-11.81,-4.458,-7.879,-87.64,-8.368,,,-17.48,-15.88,-19.26,,-13.65,,,-12.39,,,,-17.63,-18.66,-22.43,-57.84,-90.7,,,,,,,,,,,-5.496,,,,-12.43,,-6.668,,,,,0.9438,-27.33,,-5.839,,,,,,,,,-22.82,-7.667,,,,,,,,,-8.168,-47.25,-2.722,-12.19,-9.8,,-13.17,0.7542,,,,,-6.219,,
4.23E+14,8/9/1989,,344CDVL,Cedar Valley Limestone,42.4669324,-92.2579609,125,,1.33,500,,,7.4,,,0.1,,,,,78,21,14,2,28,44,0.15,18,30,20,,,,,-21.15,,,,,,,,,-0.5489,,,,,-2.374,,,-13.15,-22.4,-49.78,,-10.12,,-3.011,,,,,,,,-14.25,,-14.62,,-6.538,,-12.59,,-24.85,-11.44,-20.5,-19.66,-36.32,-48.34,-42.35,-33.1,-31.95,-29.28,-36.31,-49.76,-17.89,-14.17,-18.13,,,-21.27,-5.408,-3.21,0.6499,,-33.84,-7.197,,,,,,,,,,,0.3374,,,,,,-6.556,,,,-4.683,,,-4.852,-8.13,-5.819,,,-15,,-4.389,,,,-3.454,-13.66,,-1.877,-11.63,,,,,,-7.031,,-1.957,-7.906,,-8.085,,,,-5.238,,,-22.13,,,,,,,,,-14.26,,,,-7.4,-40.33,-32.19,,,-22.12,,-22.96,,-6.274,-23.68,,,,-11.47,,,-7.411,-13.22,-34.4,-14.55,-23.73,-17.59,-27.49,-5.555,-16.77,-13.1,-11.96,-4.532,-7.898,-87.95,-8.571,,,-17.35,-15.75,-19.13,,-13.73,,,-12.73,,,,-17.77,-18.8,-22.4,-58.12,-91.11,,,,,,,,,,,-5.558,,,,-12.59,,-6.828,,,,,0.9444,-27.81,,-6.04,,,,,,,,,-22.69,-8.386,,,,,,,,,-8.145,-46.77,-3.261,-12.59,-9.819,,-14.39,0.7548,,,,,-6.379,,
4.23E+14,1/25/1945,,340DVNN,Devonian System,42.46747027,-93.9880067,974,,1.32,,,,7.4,,,,,,,,105,31.2,,,3.7,133,1.2,,1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.23E+14,6/30/1959,,340DVNN,Devonian System,42.46747027,-93.9880067,974,,1.3,967,,743,7.4,,,,,0.2,,,113,68.4,36,8.6,5,287,1.6,11.8,3060,50,,,,,-20.99,,,,,,,,,-0.7309,,,,,-1.595,,,-14.63,-20.93,-42.84,,-8.167,,-2.232,,,,,,,,-15.36,,-11.97,,-6.121,,-12.53,,-26.28,-11.88,-20.57,-19.74,-36.52,-48.37,-43.66,-33.43,-32.77,-30.09,-37.13,-50.52,-19.36,-15.64,-19.61,,,-22.54,-5.717,-2.431,0.4682,,-34.95,-6.306,,,,,,,,,,,0.1557,,,,,,-6.447,,,,-4.447,,,-3.709,-4.498,-3.912,,,-11.1,,-2.482,,,,-1.728,-11.03,,0.1652,-10.97,,,,,,-1.672,,-1.178,-8.28,,-6.487,,,,-4.096,,,-23.61,,,,,,,,,-13.27,,,,-6.258,-41.6,-33.46,,,-22.19,,-22.58,,-5.132,-23.63,,,,-11.16,,,-4.779,-11.88,-34.18,-14.48,-24.84,-18.7,-28.6,-3.149,-17.12,-11.96,-10.61,0.4634,-6.388,-77.97,-8.267,,,-18.57,-16.98,-20.36,,-12.7,,,-12.44,,,,-17.35,-18.2,-19.77,-56.74,-89.13,,,,,,,,,,,-4.415,,,,-12.53,,-6.956,,,,,0.7627,-28.01,,-5.918,,,,,,,,,-23.91,-7.804,,,,,,,,,-8.297,-50.47,-2.734,-12.17,-8.311,,-13.65,0.5731,,,,,-6.507,,
4.23E+14,1/14/1963,,340DVNN,Devonian System,42.46747027,-93.9880067,974,,1.29,1180,,823,7.3,,,,,0.023,,,142,71.4,26.8,9.2,5.5,374,2.3,10.8,1300,50,,,,,-21.52,,,,,,,,,-0.7688,,,,,-1.423,,,-14.48,-22.65,-48.35,,-8.02,,-2.06,,,,,,,,-15.29,,-12.04,,-6.324,,-12.66,,-26.25,-12.24,-20.86,-20.02,-36.97,-48.78,-43.89,-34.04,-33.62,-30.95,-37.98,-51.5,-19.22,-15.49,-19.46,,,-22.4,-5.918,-2.259,0.4304,,-34.88,-6.991,,,,,,,,,,,0.1179,,,,,,-6.851,,,,-4.688,,,-3.615,-5.724,-4.506,,,-11.19,,-3.077,,,,-2.36,-11.33,,0.5484,-11.42,,,,,,-3.531,,-1.006,-8.375,,-7.282,,,,-4.002,,,-23.46,,,,,,,,,-13.11,,,,-6.165,-41.47,-33.33,,,-22.48,,-22.9,,-5.038,-23.76,,,,-11.38,,,-5.076,-11.66,-34.84,-14.75,-24.77,-18.63,-28.53,-2.844,-17.18,-11.87,-10.62,-1.471,-6.555,-76.49,-8.488,,,-18.52,-16.92,-20.3,,-12.63,,,-12.81,,,,-17.89,-18.7,-19.87,-57.71,-90.6,,,,,,,,,,,-4.321,,,,-12.66,,-7.119,,,,,0.725,-28.46,,-6.177,,,,,,,,,-23.86,-8.842,,,,,,,,,-8.235,-50.18,-3.494,-12.65,-8.478,,-15.22,0.5353,,,,,-6.67,,
4.23E+14,8/14/1968,,340DVNN,Devonian System,42.46747027,-93.9880067,974,,1.27,980,,597,7.3,,,,,0.09,,,86,47.4,69,4.2,1,87,0.55,17,1100,50,,,,,-21.48,,,,,,,,,-0.5723,,,,,-2.125,,,-16.06,-21.78,-47.39,,-9.247,,-2.762,,,,,,,,-16.84,,-12.44,,-6.423,,-12.79,,-27.96,-11.9,-20.92,-20.08,-36.96,-48.97,-45.85,-33.96,-33.07,-30.4,-37.44,-51.09,-20.8,-17.07,-21.04,,,-25.01,-5.651,-2.961,0.6271,,-36.44,-6.895,,,,,,,,,,,0.3145,,,,,,-6.684,,,,-4.591,,,-4.289,-5.506,-4.495,,,-12.38,,-3.066,,,,-2.153,-11.89,,-0.7835,-11.42,,,,,,-3.105,,-1.707,-8.678,,-7.005,,,,-4.675,,,-25.04,,,,,,,,,-14.84,,,,-6.839,-44.07,-35.93,,,-22.54,,-24.35,,-5.712,-23.88,,,,-11.31,,,-5.639,-12.56,-34.92,-15.67,-26.33,-20.18,-30.09,-4.148,-18.01,-12.54,-11.34,-0.6516,-6.283,-83.12,-8.413,,,-19.9,-18.3,-21.68,,-13.13,,,-12.84,,,,-16.65,-17.66,-19.75,-55.82,-87.67,,,,,,,,,,,-4.995,,,,-12.79,,-7.05,,,,,0.9216,-28.45,,-5.905,,,,,,,,,-25.24,-8.059,,,,,,,,,-9.287,-54.87,-3.005,-12.3,-8.207,,-14.39,0.732,,,,,-6.601,,
4.23E+14,9/27/1971,,340DVNN,Devonian System,42.46747027,-93.9880067,974,,1.25,1200,,867,6.9,,,,,0.023,,,148,70.5,29,9.9,7,410,2.2,9.2,440,10,,,10,10,-24.06,,,,,,,,,-0.8373,,,,,-1.377,,,-14.26,-28.91,-69.09,,-7.921,,-2.014,,,,,,,,-15.1,,-11.91,,-7.14,,-13.45,,-26.83,-14.03,-22.52,-21.68,-39.49,-51.24,-46.05,-37.42,-38,-35.32,-42.36,-56.68,-19,-15.28,-19.25,,,-22.07,-6.848,-2.213,0.3622,,-34.69,-9.575,,,,,,,,,,,0.0496,,,,,,-8.597,,,,-5.573,,,-3.591,-8.355,-5.787,,,-11.71,,-4.358,,,,-3.71,-11.77,,0.5193,-13.12,,,,,,-7.51,,-0.9593,-8.238,,-9.493,,,,-3.977,,,-23.25,,,,,,,,,-12.96,,,,-6.142,-41.14,-33,,,-24.14,,-23.18,,-5.014,-24.55,,,,-12.89,,,-5.517,-11.19,-38.17,-15.87,-24.58,-18.44,-28.34,-2.896,-17.5,-11.84,-11,-5.586,-6.45,-73.57,-9.997,,,-19.02,-17.42,-20.8,,-13.3,,,-14.49,,,,-18.76,-19.5,-19.3,-59.25,-92.96,,,,,,,,,,,-4.297,,,,-13.45,,-7.982,,,,,0.6568,-30.98,,-7.754,,,,,,,,,-24.36,-12.51,,,,,,,,,-8.1,-49.58,-6.214,-15.73,-8.375,,-21.43,0.4671,,,,,-7.532,,
4.23E+14,1/29/1973,,340DVNN,Devonian System,42.46747027,-93.9880067,974,,1.24,1000,,622,7.5,,,,,0.023,,,92,48,74,4,0.5,96,0.35,16,1400,10,,,,10,-20.29,,,,,,,,,-0.5987,,,,,-2.065,,,-16.64,-19.19,-38.26,,-9.254,,-2.701,,,,,,,,-17.45,,-12.31,,-6.025,,-12.37,,-28.12,-11.14,-20.1,-19.27,-35.75,-47.73,-45.15,-32.35,-31.12,-28.45,-35.49,-48.71,-21.38,-17.65,-21.63,,,-25.94,-5.281,-2.901,0.6009,,-37.04,-5.751,,,,,,,,,,,0.2883,,,,,,-5.915,,,,-4.219,,,-4.251,-4.537,-3.997,,,-12.68,,-2.568,,,,-1.681,-11.76,,-1.154,-10.65,,,,,,-1.663,,-1.647,-8.951,,-6.137,,,,-4.638,,,-25.63,,,,,,,,,-15.13,,,,-6.803,-45,-36.86,,,-21.72,,-24.85,,-5.675,-23.46,,,,-11.62,,,-5.503,-12.74,-33.31,-15.37,-26.93,-20.79,-30.69,-4.543,-18.11,-12.51,-11.11,0.7384,-6.186,-84.24,-8.718,,,-21.21,-19.61,-22.99,,-13.8,,,-12.04,,,,-16.25,-17.23,-19.79,-54.93,-86.36,,,,,,,,,,,-4.957,,,,-12.37,,-6.654,,,,,0.8956,-27.24,,-6.237,,,,,,,,,-26.55,-6.619,,,,,,,,,-9.611,-56.66,-1.912,-12.94,-8.112,,-11.76,0.7058,,,,,-6.205,,
4.23E+14,6/23/1976,,340DVNN,Devonian System,42.46747027,-93.9880067,974,,1.22,970,,608,7.5,,,,,0.09,,,92,48,72,4.3,5,82,0.6,16,1600,10,,,10,10,-20.29,,,,,,,,,-0.5984,,,,,-2.129,,,-14.64,-19.18,-38.2,,-9.259,,-2.766,,,,,,,,-15.45,,-12.47,,-6.023,,-12.36,,-26.11,-11.13,-20.1,-19.26,-35.74,-47.73,-43.14,-32.34,-31.1,-28.43,-35.47,-48.7,-19.37,-15.65,-19.62,,,-22.9,-5.278,-2.965,0.6013,,-35.04,-5.743,,,,,,,,,,,0.2887,,,,,,-5.909,,,,-4.216,,,-4.316,-4.415,-3.937,,,-12.15,,-2.507,,,,-1.62,-11.76,,-0.6815,-10.65,,,,,,-1.48,,-1.711,-7.962,,-6.073,,,,-4.703,,,-23.62,,,,,,,,,-14.16,,,,-6.868,-41.97,-33.83,,,-21.72,,-22.79,,-5.74,-23.46,,,,-11.61,,,-5.51,-12.78,-33.3,-14.37,-24.93,-18.78,-28.69,-4.071,-17.11,-12.57,-11.17,0.9224,-6.277,-84.46,-8.716,,,-19.2,-17.61,-20.99,,-13.86,,,-12.04,,,,-16.27,-17.25,-19.96,-54.99,-86.44,,,,,,,,,,,-5.023,,,,-12.36,,-6.651,,,,,0.896,-27.23,,-6.234,,,,,,,,,-24.55,-6.607,,,,,,,,,-8.579,-50.65,-1.904,-12.93,-8.203,,-11.74,0.7062,,,,,-6.202,,
4.23E+14,10/1/1977,,340DVNN,Devonian System,42.46747027,-93.9880067,974,,1.21,1200,,823,7.2,,,,,0.05,,,140,79,27,10,11,360,2.1,9.4,320,10,,,  ,10,-22.22,,,,,,,,,-0.8279,,,,,-1.45,,,-13.88,-24.24,-53.17,,-7.969,,-2.087,,,,,,,,-14.65,,-12.03,,-6.484,,-12.87,,-25.86,-12.83,-21.34,-20.5,-37.72,-49.48,-43.91,-35.06,-35.02,-32.34,-39.38,-53.12,-18.62,-14.9,-18.87,,,-21.42,-6.243,-2.286,0.372,,-34.24,-7.586,,,,,,,,,,,0.05933,,,,,,-7.337,,,,-4.907,,,-3.591,-7.407,-5.318,,,-11.88,,-3.889,,,,-3.231,-11.96,,0.4598,-11.8,,,,,,-6.082,,-1.032,-8.071,,-8.42,,,,-3.978,,,-22.87,,,,,,,,,-12.75,,,,-6.143,-40.49,-32.35,,,-22.96,,-22.91,,-5.015,-23.97,,,,-12.29,,,-5.704,-11.54,-35.75,-14.66,-24.13,-17.98,-27.89,-2.884,-16.94,-11.85,-10.68,-4.138,-6.568,-75.74,-9.391,,,-18.62,-17.02,-20.4,,-13.35,,,-13.24,,,,-18.21,-18.96,-19.8,-58.17,-91.33,,,,,,,,,,,-4.297,,,,-12.87,,-7.388,,,,,0.6666,-29.21,,-7.138,,,,,,,,,-23.96,-9.829,,,,,,,,,-7.897,-48.3,-4.205,-14.51,-8.494,,-16.9,0.4769,,,,,-6.939,,
